"","COSMIC_ID","Cell_line_name","Cell_line_tissue_type","Cell_line_tissue_type_2","LN_IC50","most_sensitive","least_sensitive"
"336",909719,"SK-HEP-1","digestive_system","liver",2.79995514,0,0
"337",909720,"SK-LMS-1","soft_tissue","soft_tissue_other",1.80386768,1,0
"338",909723,"SK-MEL-1","skin","melanoma",4.24904772,0,1
"339",909724,"SK-MEL-3","skin","melanoma",5.00146993,0,1
"340",909725,"SK-MEL-24","skin","melanoma",2.67717265,0,0
"341",909726,"SK-MEL-30","skin","melanoma",1.44981125,1,0
"342",909727,"SK-MEL-31","skin","melanoma",3.56396132,0,0
"343",909728,"SK-MES-1","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",3.60387874,0,0
"344",909729,"SK-MG-1","nervous_system","glioma",1.80911524,1,0
"345",909731,"SK-PN-DW","bone","ewings_sarcoma",0.17093764,1,0
"346",909732,"SK-UT-1","soft_tissue","soft_tissue_other",2.35255183,0,0
"347",909735,"SNG-M","urogenital_system","endometrium",3.37739841,0,0
"348",909736,"SNU-387","digestive_system","liver",2.89728137,0,0
"349",909737,"SNU-423","digestive_system","liver",4.02011927,0,1
"350",909738,"SNU-449","digestive_system","liver",3.87068912,0,0
"351",909740,"SNU-C2B","large_intestine","large_intestine",3.76608034,0,0
"352",909744,"SW13","kidney","adrenal_gland",2.57627744,0,0
"353",909747,"SW1417","large_intestine","large_intestine",4.48973975,0,1
"354",909749,"SW1710","urogenital_system","Bladder",3.47727032,0,0
"355",909750,"SW1783","nervous_system","glioma",2.88419121,0,0
"356",909751,"SW48","large_intestine","large_intestine",2.373048,0,0
"357",909753,"SW626","urogenital_system","ovary",3.78794108,0,0
"358",909754,"SW684","soft_tissue","fibrosarcoma",6.11359195,0,1
"359",909757,"SW948","large_intestine","large_intestine",4.92993474,0,1
"360",909758,"SW962","urogenital_system","urogenital_system_other",3.64863651,0,0
"361",909759,"SW982","soft_tissue","soft_tissue_other",2.02519071,0,0
"362",909761,"T84","large_intestine","large_intestine",4.51494368,0,1
"363",909769,"TGBC1TKB","digestive_system","biliary_tract",3.38300593,0,0
"364",909770,"TGBC11TKB","digestive_system","stomach",3.67800719,0,0
"365",909774,"TYK-nu","urogenital_system","ovary",2.12548964,0,0
"366",909776,"U-2-OS","bone","osteosarcoma",2.34266347,0,0
"367",909778,"UACC-893","breast","breast",3.33511161,0,0
"368",909779,"UMC-11","lung_NSCLC","lung_NSCLC_carcinoid",4.6191586,0,1
"369",909781,"VMRC-RCZ","kidney","kidney",4.83830251,0,1
"370",909784,"WM-115","skin","melanoma",2.74578448,0,0
"371",909904,"YAPC","pancreas","pancreas",5.66759035,0,1
"372",909905,"YH-13","nervous_system","glioma",2.4928701,0,0
"373",909907,"ZR-75-30","breast","breast",5.23183816,0,1
"374",909974,"RCC10RGB","kidney","kidney",6.81584526,0,1
"375",909975,"KURAMOCHI","urogenital_system","ovary",1.45272846,1,0
"376",909977,"HuO-3N1","bone","osteosarcoma",3.20451243,0,0
"377",910079,"OE19","aero_dig_tract","oesophagus",3.46252665,0,0
"378",910399,"NCI-H838","lung_NSCLC","lung_NSCLC_adenocarcinoma",2.79285296,0,0
"379",910546,"PSN1","pancreas","pancreas",0.56837049,1,0
"380",910548,"OAW-42","urogenital_system","ovary",2.24770213,0,0
"381",910549,"OE33","aero_dig_tract","oesophagus",3.02130938,0,0
"382",910554,"CW-2","large_intestine","large_intestine",3.03442132,0,0
"383",910567,"CHP-126","neuroblastoma","neuroblastoma",1.99639141,0,0
"384",910568,"CGTH-W-1","thyroid","thyroid",0.7032513,1,0
"385",910569,"COLO-320-HSR","large_intestine","large_intestine",2.65749788,0,0
"386",910689,"COLO-678","large_intestine","large_intestine",5.15112214,0,1
"387",910691,"COLO-684","urogenital_system","endometrium",4.08980303,0,1
"388",910692,"COLO-668","lung_SCLC","lung_small_cell_carcinoma",3.57629653,0,0
"389",910694,"LN-405","nervous_system","glioma",3.8982589,0,0
"390",910697,"A388","skin","skin_other",2.51805306,0,0
"391",910700,"C2BBe1","large_intestine","large_intestine",2.5880388,0,0
"392",910701,"SCC-25","aero_dig_tract","head and neck",3.75350122,0,0
"393",910702,"AsPC-1","pancreas","pancreas",3.75270116,0,0
"394",910704,"AU565","breast","breast",2.1352661,0,0
"395",910779,"IA-LM","lung_NSCLC","lung_NSCLC_large cell",2.86226395,0,0
"396",910780,"TGW","neuroblastoma","neuroblastoma",2.44532072,0,0
"397",910781,"AN3-CA","urogenital_system","endometrium",2.05604739,0,0
"398",910849,"NY","bone","osteosarcoma",1.98827531,0,0
"399",910850,"C3A","digestive_system","liver",4.82630629,0,1
"400",910851,"A427","lung_NSCLC","lung_NSCLC_not specified",3.18909226,0,0
"401",910852,"CAL-85-1","breast","breast",4.0123657,0,1
"402",910853,"CHL-1","skin","melanoma",1.91339526,1,0
"403",910899,"NCI-H146","lung_SCLC","lung_small_cell_carcinoma",3.0850504,0,0
"404",910900,"NCI-H1651","lung_NSCLC","lung_NSCLC_adenocarcinoma",2.0612313,0,0
"405",910903,"RPMI-7951","skin","melanoma",1.51463742,1,0
"406",910904,"SCC-4","aero_dig_tract","head and neck",2.96794329,0,0
"407",910905,"SNU-C1","large_intestine","large_intestine",5.96850537,0,1
"408",910907,"SW1990","pancreas","pancreas",1.85683395,1,0
"409",910915,"Capan-2","pancreas","pancreas",4.42855086,0,1
"410",910916,"CAL-27","aero_dig_tract","head and neck",1.70616029,1,0
"411",910920,"A704","kidney","kidney",3.86006671,0,0
"412",910921,"A101D","skin","melanoma",1.21964257,1,0
"413",910924,"23132-87","digestive_system","stomach",4.08250986,0,1
"414",910925,"A431","skin","skin_other",3.49641869,0,0
"415",910926,"BFTC-905","urogenital_system","Bladder",1.03706867,1,0
"416",910927,"CAL-51","breast","breast",2.10602948,0,0
"417",910931,"RERF-LC-MS","lung_NSCLC","lung_NSCLC_adenocarcinoma",3.09973265,0,0
"418",910932,"GAK","skin","melanoma",4.77320313,0,1
"419",910933,"AM-38","nervous_system","glioma",2.57839505,0,0
"420",910936,"DOK","aero_dig_tract","head and neck",3.27548283,0,0
"421",910937,"COR-L279","lung_SCLC","lung_small_cell_carcinoma",1.52190368,1,0
"422",910942,"NEC8","urogenital_system","testis",1.08429874,1,0
"423",910943,"CAS-1","nervous_system","glioma",4.39632465,0,1
"424",910948,"MFM-223","breast","breast",3.35912279,0,0
"425",911905,"EFO-21","urogenital_system","ovary",4.57406323,0,1
"426",917486,"LS-1034","large_intestine","large_intestine",4.32879259,0,1
"427",924100,"22RV1","urogenital_system","prostate",3.25331341,0,0
"428",924102,"8505C","thyroid","thyroid",2.27748158,0,0
"429",924107,"CAL-39","urogenital_system","cervix",3.04806901,0,0
"430",924108,"CaR-1","large_intestine","large_intestine",5.98950909,0,1
"431",924186,"KGN","urogenital_system","ovary",2.93466338,0,0
"432",924187,"KLE","urogenital_system","endometrium",4.80880824,0,1
"433",924188,"KNS-81-FD","nervous_system","glioma",5.13251211,0,1
"434",924238,"K5","thyroid","thyroid",1.37846005,1,0
"435",924240,"MDA-MB-415","breast","breast",4.03393006,0,1
"436",924244,"NCI-H1975","lung_NSCLC","lung_NSCLC_adenocarcinoma",3.47146555,0,0
"437",924247,"SW954","urogenital_system","urogenital_system_other",2.47525323,0,0
"438",924250,"MKN7","digestive_system","stomach",3.43387833,0,0
"439",925339,"MMAC-SF","skin","melanoma",5.06959547,0,1
"440",925340,"MKN45","digestive_system","stomach",2.40342566,0,0
"441",925341,"NCI-H810","lung_NSCLC","lung_NSCLC_large cell",3.64619752,0,0
"442",925343,"MFH-ino","soft_tissue","soft_tissue_other",1.62179761,1,0
"443",925345,"NOS-1","bone","osteosarcoma",4.31229817,0,1
"444",925346,"PANC-03-27","pancreas","pancreas",2.68288298,0,0
"445",925347,"PANC-08-13","pancreas","pancreas",2.57972012,0,0
"446",930082,"RL95-2","urogenital_system","endometrium",2.7082706,0,0
"447",930083,"RO82-W-1","thyroid","thyroid",3.34467213,0,0
"448",930297,"SiHa","urogenital_system","cervix",2.79029904,0,0
"449",930298,"SKG-IIIa","urogenital_system","cervix",1.95469968,0,0
"450",930299,"TT","thyroid","thyroid",3.29984318,0,0
"451",946353,"TE-9","aero_dig_tract","oesophagus",2.87118089,0,0
"452",946354,"TE-11","aero_dig_tract","oesophagus",3.01004706,0,0
"453",946355,"TE-6","aero_dig_tract","oesophagus",3.64805835,0,0
"454",946356,"TE-12","aero_dig_tract","oesophagus",2.30515819,0,0
"455",946357,"TC-YIK","urogenital_system","cervix",1.97657228,0,0
"456",946359,"BT-474","breast","breast",5.30855924,0,1
"457",946361,"LCLC-97TM1","lung_NSCLC","lung_NSCLC_large cell",2.71889139,0,0
"458",946367,"D-247MG","nervous_system","glioma",2.47966131,0,0
"459",946368,"D-263MG","nervous_system","glioma",2.20392296,0,0
"460",946369,"D-336MG","nervous_system","glioma",3.34935177,0,0
"461",946370,"D-392MG","nervous_system","glioma",2.81830078,0,0
"462",946372,"D-423MG","nervous_system","glioma",2.67083732,0,0
"463",946373,"D-502MG","nervous_system","glioma",3.84525715,0,0
"464",946377,"D-566MG","nervous_system","glioma",1.28463628,1,0
"465",949090,"Caov-4","urogenital_system","ovary",3.86510807,0,0
"466",949093,"BT-483","breast","breast",6.5793695,0,1
"467",949094,"M059J","nervous_system","glioma",2.27361458,0,0
"468",949155,"ES8","bone","ewings_sarcoma",1.44208073,1,0
"469",949156,"ES4","bone","ewings_sarcoma",0.62974977,1,0
"470",949157,"ES6","bone","ewings_sarcoma",2.555451,0,0
"471",949158,"ES1","bone","ewings_sarcoma",1.61291633,1,0
"472",949160,"EW-7","bone","ewings_sarcoma",1.08141945,1,0
"473",949161,"EW-3","bone","ewings_sarcoma",1.07714804,1,0
"474",949163,"EW-1","bone","ewings_sarcoma",1.99967137,0,0
"475",949164,"EW-18","bone","ewings_sarcoma",3.08105023,0,0
"476",949165,"EW-16","bone","ewings_sarcoma",2.23122307,0,0
"477",949166,"EW-13","bone","ewings_sarcoma",3.63976948,0,0
"478",949167,"EW-22","bone","ewings_sarcoma",0.8077555,1,0
"479",949168,"EW-24","bone","ewings_sarcoma",3.2594749,0,0
"480",949170,"LAN-6","neuroblastoma","neuroblastoma",4.54763685,0,1
"481",949171,"NB10","neuroblastoma","neuroblastoma",1.64595698,1,0
"482",949172,"NB12","neuroblastoma","neuroblastoma",4.3715999,0,1
"483",949173,"NB6","neuroblastoma","neuroblastoma",4.74826754,0,1
"484",949175,"NB17","neuroblastoma","neuroblastoma",3.34647118,0,0
"485",949176,"NB5","neuroblastoma","neuroblastoma",1.77453819,1,0
"486",949177,"NB13","neuroblastoma","neuroblastoma",2.67338223,0,0
"487",949178,"NB14","neuroblastoma","neuroblastoma",2.39661236,0,0
"488",949179,"NB1","neuroblastoma","neuroblastoma",2.16853631,0,0
"489",971773,"RH-1","soft_tissue","rhabdomyosarcoma",2.22166525,0,0
"490",971774,"RH-18","soft_tissue","rhabdomyosarcoma",4.60638452,0,1
"491",971777,"MZ2-MEL","skin","melanoma",0.51941442,1,0
"492",998189,"LS-180","large_intestine","large_intestine",4.88243199,0,1
"493",1240121,"BICR22","aero_dig_tract","head and neck",1.52370101,1,0
"494",1240122,"BICR78","aero_dig_tract","head and neck",1.85336783,1,0
"495",1240123,"CCK-81","large_intestine","large_intestine",4.84395701,0,1
"496",1240124,"CL-40","large_intestine","large_intestine",6.02562689,0,1
"497",1240125,"COLO-783","skin","melanoma",3.20682647,0,0
"498",1240127,"EN","urogenital_system","endometrium",3.36509863,0,0
"499",1240128,"ES-2","urogenital_system","ovary",2.11347169,0,0
"500",1240129,"FU-OV-1","urogenital_system","ovary",3.807848,0,0
"501",1240130,"G-MEL","skin","melanoma",0.56203893,1,0
"502",1240132,"H2595","lung","mesothelioma",3.82016957,0,0
"503",1240134,"H2731","lung","mesothelioma",2.9279143,0,0
"504",1240138,"H2869","lung","mesothelioma",3.45953708,0,0
"505",1240139,"H290","lung","mesothelioma",1.72921364,1,0
"506",1240140,"H3118","aero_dig_tract","head and neck",2.57954639,0,0
"507",1240141,"H513","lung","mesothelioma",2.50791697,0,0
"508",1240142,"HARA","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",2.80487845,0,0
"509",1240143,"HCC-15","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",3.95325999,0,1
"510",1240144,"HCC-366","lung_NSCLC","lung_NSCLC_not specified",1.5631656,1,0
"511",1240145,"HCC-44","lung_NSCLC","lung_NSCLC_adenocarcinoma",0.94149415,1,0
"512",1240146,"HCC-827","lung_NSCLC","lung_NSCLC_adenocarcinoma",2.11548323,0,0
"513",1240147,"Hep 3B2_1-7","digestive_system","liver",2.65167491,0,0
"514",1240149,"Hs633T","soft_tissue","fibrosarcoma",1.38103859,1,0
"515",1240150,"Hs683","nervous_system","glioma",3.35300838,0,0
"516",1240151,"Hs746T","digestive_system","stomach",2.72121049,0,0
"517",1240153,"IGR-37","skin","melanoma",2.02501272,0,0
"518",1240154,"IHH-4","thyroid","thyroid",1.32401089,1,0
"519",1240157,"JHH-2","digestive_system","liver",3.37788913,0,0
"520",1240158,"JHH-4","digestive_system","liver",2.4224493,0,0
"521",1240159,"JHH-6","digestive_system","liver",1.45390708,1,0
"522",1240160,"JHH-7","digestive_system","liver",2.30370437,0,0
"523",1240161,"JHU-011","aero_dig_tract","head and neck",1.58335344,1,0
"524",1240162,"JHU-022","aero_dig_tract","head and neck",2.76617434,0,0
"525",1240166,"KYM-1","soft_tissue","rhabdomyosarcoma",1.36596285,1,0
"526",1240167,"KYSE-220","aero_dig_tract","oesophagus",2.03740593,0,0
"527",1240168,"LN-18","nervous_system","glioma",2.09527099,0,0
"528",1240169,"LN-229","nervous_system","glioma",2.7613307,0,0
"529",1240170,"LNZTA3WT4","nervous_system","glioma",3.05055613,0,0
"530",1240172,"MDA-MB-436","breast","breast",1.53354606,1,0
"531",1240173,"MDST8","large_intestine","large_intestine",2.49134122,0,0
"532",1240179,"MS751","urogenital_system","cervix",2.42036857,0,0
"533",1240181,"NB(TU)1-10","neuroblastoma","neuroblastoma",3.39106128,0,0
"534",1240182,"NCI-H1836","lung_SCLC","lung_small_cell_carcinoma",4.97997031,0,1
"535",1240183,"NCI-H1869","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",3.92213199,0,0
"536",1240185,"NCI-H1944","lung_NSCLC","lung_NSCLC_adenocarcinoma",2.58844894,0,0
"537",1240187,"NCI-H2023","lung_NSCLC","lung_NSCLC_adenocarcinoma",1.92893263,1,0
"538",1240189,"NCI-H211","lung_SCLC","lung_small_cell_carcinoma",3.23760018,0,0
"539",1240190,"NCI-H3122","lung_NSCLC","lung_NSCLC_adenocarcinoma",3.36269618,0,0
"540",1240191,"NCI-H647","lung_NSCLC","lung_NSCLC_not specified",2.56878705,0,0
"541",1240192,"NCI-H841","lung_SCLC","lung_small_cell_carcinoma",2.47680887,0,0
"542",1240193,"NCI-H847","lung_SCLC","lung_small_cell_carcinoma",4.1678656,0,1
"543",1240196,"OSC-20","aero_dig_tract","head and neck",4.32083187,0,1
"544",1240197,"OV-90","urogenital_system","ovary",3.78790385,0,0
"545",1240198,"OVISE","urogenital_system","ovary",2.53230222,0,0
"546",1240199,"OVKATE","urogenital_system","ovary",5.28054011,0,1
"547",1240200,"OVMIU","urogenital_system","ovary",4.2307259,0,1
"548",1240201,"PA-TU-8988T","pancreas","pancreas",4.64342094,0,1
"549",1240202,"PC-3 [JPC-3]","lung_NSCLC","lung_NSCLC_adenocarcinoma",4.9730911,0,1
"550",1240204,"PCI-15A","aero_dig_tract","head and neck",4.94403996,0,1
"551",1240206,"PCI-6A","aero_dig_tract","head and neck",0.64743791,1,0
"552",1240207,"PE/CA-PJ15","aero_dig_tract","head and neck",3.44242888,0,0
"553",1240210,"RH-41","soft_tissue","rhabdomyosarcoma",2.54951167,0,0
"554",1240212,"SISO","urogenital_system","cervix",0.42580714,1,0
"555",1240215,"SKN","urogenital_system","uterus",2.16484858,0,0
"556",1240216,"SNU-182","digestive_system","liver",1.57420836,1,0
"557",1240218,"SU8686","pancreas","pancreas",2.54108441,0,0
"558",1240219,"SUIT-2","pancreas","pancreas",1.850836,1,0
"559",1240222,"TOV-21G","urogenital_system","ovary",0.00873101,1,0
"560",1240223,"TT2609-C02","thyroid","thyroid",2.9762827,0,0
"561",1240226,"WM278","skin","melanoma",2.81193454,0,0
"562",1247873,"H3255","lung_NSCLC","lung_NSCLC_adenocarcinoma",4.1354896,0,1
"563",1287381,"201T","lung_NSCLC","lung_NSCLC_adenocarcinoma",1.77253377,1,0
"564",1287706,"451Lu","skin","melanoma",1.67115066,1,0
"565",1290722,"ASH-3","thyroid","thyroid",2.09868478,0,0
"566",1290724,"BICR10","aero_dig_tract","head and neck",2.67775861,0,0
"567",1290730,"CAL-29","urogenital_system","Bladder",2.11251559,0,0
"568",1290765,"CAL-78","bone","chondrosarcoma",2.7940053,0,0
"569",1290767,"CHSA0011","bone","chondrosarcoma",4.21576777,0,1
"570",1290768,"CHSA0108","bone","chondrosarcoma",2.26163457,0,0
"571",1290769,"CL-11","large_intestine","large_intestine",3.91829269,0,0
"572",1290771,"CL-34","large_intestine","large_intestine",4.34092924,0,1
"573",1290795,"CS1","bone","bone_other",1.40632536,1,0
"574",1290797,"DAN-G","pancreas","pancreas",3.54701687,0,0
"575",1290798,"EFM-192A","breast","breast",4.10528849,0,1
"576",1290806,"FU97","digestive_system","stomach",3.3975984,0,0
"577",1290807,"G-292 Clone A141B1","bone","osteosarcoma",2.1222503,0,0
"578",1290808,"H2369","lung","mesothelioma",1.51450701,1,0
"579",1290809,"H2373","lung","mesothelioma",4.44689497,0,1
"580",1290810,"H2461","lung","mesothelioma",3.86023008,0,0
"581",1290812,"H2722","lung","mesothelioma",2.92903848,0,0
"582",1290813,"H2795","lung","mesothelioma",2.98785023,0,0
"583",1290905,"HCC1428","breast","breast",5.32340442,0,1
"584",1290906,"HCC202","breast","breast",3.46299122,0,0
"585",1290907,"HCC-56","large_intestine","large_intestine",3.94834459,0,1
"586",1290908,"HCC-78","lung_NSCLC","lung_NSCLC_adenocarcinoma",3.14872186,0,0
"587",1290922,"HDQ-P1","breast","breast",3.68883065,0,0
"588",1297439,"COR-L95","lung_SCLC","lung_small_cell_carcinoma",3.10257331,0,0
"589",1298134,"HeLa","urogenital_system","cervix",1.92563843,1,0
"590",1298141,"Hs766T","pancreas","pancreas",2.93015837,0,0
"591",1298146,"huH-1","digestive_system","liver",2.01899446,0,0
"592",1298151,"JHH-1","digestive_system","liver",4.18997961,0,1
"593",1298156,"JHU-029","aero_dig_tract","head and neck",1.24546469,1,0
"594",1298157,"JIMT-1","breast","breast",2.6154583,0,0
"595",1298160,"K2","skin","melanoma",2.88921127,0,0
"596",1298168,"KMRC-1","kidney","kidney",3.89013639,0,0
"597",1298169,"KMRC-20","kidney","kidney",2.494884,0,0
"598",1298215,"KON","aero_dig_tract","head and neck",2.57755901,0,0
"599",1298216,"KP-1N","pancreas","pancreas",2.75086385,0,0
"600",1298218,"KP-2","pancreas","pancreas",4.58342278,0,1
"601",1298219,"KP-3","pancreas","pancreas",2.6384046,0,0
"602",1298222,"KYSE-50","aero_dig_tract","oesophagus",3.31547759,0,0
"603",1298223,"LC-1-sq","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",2.60067668,0,0
"604",1298226,"LOU-NH91","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",3.39391078,0,0
"605",1298347,"NCI-H1435","lung_NSCLC","lung_NSCLC_adenocarcinoma",4.79110695,0,1
"606",1298348,"NCI-H1568","lung_NSCLC","lung_NSCLC_adenocarcinoma",4.2515211,0,1
"607",1298349,"NCI-H1688","lung_SCLC","lung_small_cell_carcinoma",3.11515871,0,0
"608",1298350,"NCI-H1781","lung_NSCLC","lung_NSCLC_adenocarcinoma",1.61848227,1,0
"609",1298351,"NCI-H2110","lung_NSCLC","lung_NSCLC_not specified",1.91387169,1,0
"610",1298352,"NCI-H2135","lung_NSCLC","lung_NSCLC_not specified",4.67301628,0,1
"611",1298353,"NCI-H2172","lung_NSCLC","lung_NSCLC_not specified",4.30875766,0,1
"612",1298356,"NCI-H2444","lung_NSCLC","lung_NSCLC_not specified",5.38332344,0,1
"613",1298357,"NUGC-4","digestive_system","stomach",3.65214299,0,0
"614",1298358,"OCUM-1","digestive_system","stomach",3.34553576,0,0
"615",1298359,"OE21","aero_dig_tract","oesophagus",3.57068356,0,0
"616",1298365,"OVTOKO","urogenital_system","ovary",1.48238339,1,0
"617",1298475,"PANC-02-03","pancreas","pancreas",3.62695727,0,0
"618",1298476,"PANC-04-03","pancreas","pancreas",5.28494629,0,1
"619",1298526,"PA-TU-8902","pancreas","pancreas",3.38580188,0,0
"620",1298529,"PCI-30","aero_dig_tract","head and neck",2.49962108,0,0
"621",1298531,"PCI-4B","aero_dig_tract","head and neck",1.26563335,1,0
"622",1298533,"PL4","pancreas","pancreas",4.22185277,0,1
"623",1298534,"QGP-1","pancreas","pancreas",6.31644654,0,1
"624",1298537,"RERF-LC-KJ","lung_NSCLC","lung_NSCLC_adenocarcinoma",2.6881836,0,0
"625",1298538,"RERF-LC-Sq1","lung_NSCLC","lung_NSCLC_squamous_cell_carcinoma",4.44426123,0,1
"626",1298539,"RKN","urogenital_system","ovary",2.6490294,0,0
"627",1299050,"SAT","aero_dig_tract","head and neck",2.32613325,0,0
"628",1299052,"SCC90","aero_dig_tract","head and neck",2.88577585,0,0
"629",1299059,"SKN-3","aero_dig_tract","head and neck",1.71207585,1,0
"630",1299061,"STS-0421","soft_tissue","soft_tissue_other",2.78614203,0,0
"631",1299062,"SW1271","lung_SCLC","lung_small_cell_carcinoma",3.65221478,0,0
"632",1299064,"T-T","aero_dig_tract","oesophagus",3.17186044,0,0
"633",1299070,"TOV-112D","urogenital_system","ovary",2.58955988,0,0
"634",1299075,"VCaP","urogenital_system","prostate",5.06352415,0,1
"635",1299078,"WM1552C","skin","melanoma",2.42658251,0,0
"636",1299080,"WM35","skin","melanoma",2.00706923,0,0
"637",1299081,"WM793B","skin","melanoma",2.57426229,0,0
"638",1303900,"HCC1500","breast","breast",5.03717717,0,1
"639",1303912,"CHSA8926","bone","chondrosarcoma",2.51601073,0,0
"640",1322213,"COR-L321","lung","Lung_other",4.65568617,0,1
"641",1322224,"HSC-39","digestive_system","stomach",3.16916986,0,0
"642",1330941,"MDA-MB-330","breast","breast",5.1653176,0,1
"643",1330964,"NCI-H1341","lung_SCLC","lung_small_cell_carcinoma",1.7315373,1,0
"644",1330972,"NCI-H1876","lung_SCLC","lung_small_cell_carcinoma",-0.00098983,1,0
"645",1330993,"PWR-1E","urogenital_system","prostate",1.86549737,1,0
"646",1479987,"DOV13","urogenital_system","ovary",2.61201641,0,0
"647",1479988,"Hey","urogenital_system","ovary",2.70506493,0,0
"648",1479995,"JHOS-2","urogenital_system","ovary",3.75838481,0,0
"649",1480358,"JHOS-3","urogenital_system","ovary",3.69672588,0,0
"650",1480359,"JHOS-4","urogenital_system","ovary",2.91374261,0,0
"651",1480360,"OV-7","urogenital_system","ovary",3.3104168,0,0
"652",1480361,"OV-17R","urogenital_system","ovary",4.16662572,0,1
"653",1480362,"OV-56","urogenital_system","ovary",0.81399489,1,0
"654",1480364,"OVCA420","urogenital_system","ovary",4.74447344,0,1
"655",1480371,"OVK-18","urogenital_system","ovary",1.94595843,1,0
"656",1480372,"PEO1","urogenital_system","ovary",2.2421598,0,0
"657",1480374,"UWB1.289","urogenital_system","ovary",3.53376979,0,0
"658",1503361,"FLO-1","aero_dig_tract","oesophagus",2.93173998,0,0
"659",1503362,"OACp4C","aero_dig_tract","oesophagus",2.25965267,0,0
"660",1503363,"OACM5-1","aero_dig_tract","oesophagus",3.18921025,0,0
"661",1503364,"SK-GT-2","digestive_system","stomach",2.19442309,0,0
"662",1503365,"SK-GT-4","aero_dig_tract","oesophagus",3.03864455,0,0
"663",1503366,"ESO26","aero_dig_tract","oesophagus",2.35586411,0,0
"664",1503367,"ESO51","aero_dig_tract","oesophagus",5.24777692,0,1
"665",1503368,"KYAE-1","aero_dig_tract","oesophagus",3.596484,0,0
"666",1503369,"EMC-BAC-1","lung_NSCLC","lung_NSCLC_adenocarcinoma",2.93589347,0,0
"667",1503370,"EMC-BAC-2","lung_NSCLC","lung_NSCLC_adenocarcinoma",2.17574754,0,0
"668",1503371,"TE-4","aero_dig_tract","oesophagus",3.13332381,0,0
"669",1509073,"NCC010","kidney","kidney",2.93526527,0,0
"670",1509074,"NCC021","kidney","kidney",4.01124092,0,1
"671",1524414,"RCC-FG2","kidney","kidney",1.39425247,1,0
"672",1524415,"RCC-JF","kidney","kidney",-0.27303838,1,0
"673",1524416,"RCC-JW","kidney","kidney",-0.43123565,1,0
"674",1524417,"RCC-ER","kidney","kidney",2.23882946,0,0
"675",1524418,"RCC-AB","kidney","kidney",4.23777285,0,1
"676",1524419,"RCC-MF","kidney","kidney",-0.97912484,1,0
"677",1660034,"SNU-407","large_intestine","large_intestine",2.92955928,0,0
"678",1660035,"SNU-61","large_intestine","large_intestine",3.92745509,0,0
"679",1660036,"SNU-81","large_intestine","large_intestine",4.22835955,0,1
"680",1674021,"SNU-C5","large_intestine","large_intestine",2.72107393,0,0
